wavelength_nm,intensity
683.500000,0.018730
684.000000,0.018280
684.500000,0.017890
685.000000,0.017530
685.500000,0.017210
686.000000,0.016920
686.500000,0.016640
687.000000,0.016360
687.500000,0.016050
688.000000,0.015710
688.500000,0.015330
689.000000,0.014900
689.500000,0.014450
690.000000,0.014000
690.500000,0.013560
691.000000,0.013150
691.500000,0.012770
692.000000,0.012410
692.500000,0.012090
693.000000,0.011800
693.500000,0.011550
694.000000,0.011340
694.500000,0.011170
695.000000,0.011000
695.500000,0.010830
696.000000,0.010640
696.500000,0.010440
697.000000,0.010270
697.500000,0.010120
698.000000,0.009990
698.500000,0.009890
699.000000,0.009800
699.500000,0.009720
700.000000,0.009670
710.000000,0.000000
