wavelength_nm,n,k
350,1.579000,0.006500
400,1.558000,0.009100
450,1.543000,0.012100
500,1.531000,0.016000
550,1.520000,0.020300
600,1.511000,0.025200
650,1.503000,0.030800
700,1.496000,0.036800
750,1.489000,0.043500
800,1.482000,0.050600
850,1.476000,0.058000
900,1.471000,0.065700
