wavelength_nm,n,k
250,2.350461,0.211338
260,2.355171,0.180126
270,2.351314,0.154410
280,2.341429,0.133172
290,2.327366,0.115602
300,2.310482,0.101055
310,2.291769,0.089000
320,2.271956,0.079000
330,2.251578,0.070800
340,2.231025,0.064100
350,2.210578,0.058500
360,2.190439,0.054000
370,2.170753,0.050400
380,2.151616,0.047500
390,2.133092,0.045200
400,2.115220,0.043500
410,2.098022,0.042200
420,2.081505,0.041400
430,2.065663,0.040800
440,2.050488,0.040600
450,2.035964,0.040600
460,2.022070,0.040761
470,2.008785,0.041100
480,1.996085,0.041700
490,1.983947,0.042300
500,1.972345,0.043100
510,1.961256,0.044000
520,1.950656,0.044900
530,1.940521,0.045900
540,1.930828,0.047000
550,1.921556,0.048100
560,1.912684,0.049200
570,1.904192,0.050400
580,1.896061,0.051600
590,1.888273,0.052800
600,1.880810,0.054000
610,1.873656,0.055200
620,1.866796,0.056500
630,1.860214,0.057700
640,1.853898,0.059000
650,1.847834,0.060200
660,1.842009,0.061500
670,1.836412,0.062700
680,1.831031,0.063900
690,1.825857,0.065100
700,1.820879,0.066300
710,1.816089,0.067500
720,1.811476,0.068700
730,1.807033,0.069900
740,1.802752,0.071000
750,1.798626,0.072200
760,1.794647,0.073300
770,1.790808,0.074400
780,1.787104,0.075500
790,1.783528,0.076600
800,1.780075,0.077700
810,1.776739,0.078746
820,1.773515,0.079800
830,1.770399,0.080800
840,1.767385,0.081800
850,1.764470,0.082831
