wavelength_nm,n,k
400,0.500000,2.500000
435,0.520000,2.650000
491,0.530000,2.920000
545,0.570000,3.470000
577,0.480000,3.710000
600,0.500000,4.000000
700,0.530000,4.300000
800,0.550000,4.500000
